angle	VV	VH	HV	HH
26.2	-45.02824984050446	-72.50378991903629	-72.51250520411571	-39.74034733339498
26.3	-45.87243492643634	-70.85248583950739	-70.85952179671266	-42.36549893692552
26.4	-49.73796053295239	-82.00097858300678	-82.02269632399256	-46.67984560381909
26.5	-52.15662291175158	-74.63896025561664	-74.64654209146366	-53.04538492439864
26.6	-43.34155613284143	-70.85077359161225	-70.85451282896486	-46.87258541318223
26.7	-38.8018508278697	-68.44680152481808	-68.45216230277723	-42.73276914722751
26.8	-36.43487218512574	-64.90789125972377	-64.91198765922073	-40.96820314619033
26.9	-35.5644328236007	-63.81791425710693	-63.82194120686778	-41.08234069856458
27	-35.55015696295685	-63.9201075336009	-63.92403499359787	-42.29601873373547
27.1	-36.32269524315837	-64.45776306358789	-64.46120348396919	-45.18347442365165
27.2	-38.57781784299006	-68.61105294416222	-68.6156748813634	-51.40258617355158
27.3	-43.23254311688947	-70.40098436800295	-70.4061348423469	-64.41604089570906
27.4	-53.94410381217443	-79.55362374997958	-79.56839603103197	-54.72058598518149
27.5	-43.87611955829529	-79.9077991797646	-79.92010760005977	-49.81127579765312
27.6	-38.32400658114012	-67.00105138490473	-67.00450657996177	-48.21158943005679
27.7	-35.69192299783478	-67.50785456341097	-67.51161106824233	-48.06718182437643
27.8	-34.38037768179056	-66.71512367566993	-66.71859295267974	-47.96287136245618
27.9	-34.15228833594429	-70.59447464381887	-70.60084419574747	-47.69436833909499
28	-35.03391606433291	-72.25527499280106	-72.26147516034023	-46.47749627183653
28.1	-36.91788444552785	-68.43101990223485	-68.43191295339085	-44.83023902039647
28.2	-40.20649952715172	-70.62873674623229	-70.62578200085467	-43.73386368938513
28.3	-46.2173131642612	-69.93943194424024	-69.93578578369618	-43.13438637704449
28.4	-50.02372653531558	-67.41459902103975	-67.41247717924668	-42.11210287979846
28.5	-45.63397441554657	-66.91024874018781	-66.90838015209007	-40.98119943879901
28.6	-43.80741881106805	-69.1249030364293	-69.12298496187124	-39.88563456701671
28.7	-43.57531323236142	-65.17303844647914	-65.17224768668135	-38.91159999967529
28.8	-46.82324514624054	-69.8381083679906	-69.8371249375264	-38.65787902236842
28.9	-53.40240426952569	-67.84515790667356	-67.84441046455876	-39.23475218924698
