angle	VV	VH	HV	HH
9.699999999999999	-6.520640745292715	-73.30814407248218	-73.30793194317438	-7.495782884357026
9.800000000000001	-6.516864498830154	-74.90764852342208	-74.90739847472304	-7.441194713872696
9.9	-6.493165764929429	-77.11661033123987	-77.11641922721681	-7.376484130169628
10	-6.421665929620066	-76.71177866257169	-76.71182236748595	-7.368050990133151
10.1	-6.314130494163983	-75.62779931172929	-75.62787283321158	-7.446679593713075
10.2	-6.201670564085253	-74.03950768878371	-74.03950586457339	-7.595012330878886
10.3	-6.12137375183459	-72.37065019624777	-72.3705901870001	-7.751887387578346
10.4	-6.09018094225274	-74.3293272395256	-74.3292175261266	-7.859986026113759
10.5	-6.111518947304511	-74.58399338606512	-74.58393195177094	-7.882964356504361
10.6	-6.162862389115671	-74.36135684004552	-74.36136966078774	-7.85963094178129
10.7	-6.226254685852675	-73.43395977012825	-73.43407748301485	-7.855125254770915
10.8	-6.274886128108079	-73.49164734685903	-73.49177906557779	-7.938382884694441
10.9	-6.302889597762898	-73.0369472783016	-73.03701301615887	-8.126840744605751
11	-6.318898981602837	-73.73221069051371	-73.73217928805313	-8.383344774586066
11.1	-6.354965641562496	-75.34395519507778	-75.34389162880095	-8.627473575231955
11.2	-6.441038161332282	-75.35867423971322	-75.35863136352472	-8.782656091310932
11.3	-6.593486733873679	-75.30286350084489	-75.30294284199262	-8.850143156037117
11.4	-6.793268811501011	-74.2770191468618	-74.2772311557088	-8.897863868426615
11.5	-7.006239017947948	-74.08120800702042	-74.08145527076083	-9.009434010299923
11.6	-7.198576606004401	-73.46426356246606	-73.46448849753787	-9.230134773899954
11.7	-7.339690802749073	-74.43374224434874	-74.43386799019534	-9.545609491030628
11.8	-7.472314079167603	-75.1187319244909	-75.11879341627517	-9.866818507485807
11.9	-7.618822904116502	-74.47896047354692	-74.47896941679871	-10.12187406439566
12	-7.837620493019134	-75.66142717826951	-75.66152137626435	-10.27505034115391
12.1	-8.13870100909427	-73.16602363489947	-73.16621822706361	-10.3667680363282
12.2	-8.496853092936535	-73.92562044682914	-73.92598203979611	-10.48527581949126
12.3	-8.848699843386745	-73.84092343040403	-73.84133174976958	-10.72238573446043
12.4	-9.125566772446856	-76.89040654102249	-76.89070335832938	-11.05783726338887
12.5	-9.347948407991581	-77.82522446971538	-77.82526786592928	-11.41153514066596
12.6	-9.57215031840162	-74.72370229666299	-74.7237325995024	-11.71265879399029
12.7	-9.859926893776965	-72.36844254811743	-72.3685172713863	-11.90658379194076
12.8	-10.261797951368	-73.07432099423335	-73.07443266321899	-12.01757424580583
12.9	-10.76515282576643	-73.70988268175384	-73.71005153350376	-12.12932639701391
13	-11.28062928206209	-72.69898033929564	-72.69911822323978	-12.31932426448198
13.1	-11.69077190796024	-72.97309211019228	-72.97326701895413	-12.62354740111375
13.2	-11.98654494777496	-72.47498614265658	-72.47511744304123	-12.97753639558717
13.3	-12.24421035805826	-73.26357804767048	-73.2636908947387	-13.30085786444293
13.4	-12.57537730024908	-74.07939516469877	-74.07950125564577	-13.53681087049779
13.5	-13.06991092032964	-73.15438622043658	-73.15454100068705	-13.66266743037103
13.6	-13.71855091377181	-73.70362397003635	-73.70386825729415	-13.76191266361079
13.7	-14.39603598209071	-74.27929643161167	-74.27964036465792	-13.92923286130322
13.8	-14.98865791617803	-72.9702257879145	-72.9704059178883	-14.16692887433007
13.9	-15.35011467347391	-73.8456069093004	-73.84565137811178	-14.52152420103477
14	-15.63450484165426	-72.21639117873909	-72.21639082287781	-14.88185959486588
14.1	-15.98524626886407	-72.80568619111642	-72.80570314407008	-15.18572273497447
14.2	-16.58204395648273	-74.77237460544875	-74.77252349822714	-15.35125173795084
14.3	-17.39767668077383	-72.64165625727537	-72.64188871098882	-15.4509329889646
14.4	-18.25512465652762	-73.78088699106718	-73.78105978973852	-15.5754357858359
14.5	-18.974329240359	-74.77119607618077	-74.77128664619647	-15.79921180007826
14.6	-19.37342478790546	-75.87032506302779	-75.87029458434128	-16.16369174058324
14.7	-19.60270377772741	-74.28961721576857	-74.28964426699081	-16.6092228203564
14.8	-20.00207229787396	-72.41788010049018	-72.41796061612349	-16.99354621570312
14.9	-20.69267132933905	-72.10172395103042	-72.10182920505193	-17.23540947722704
15	-21.70948039172633	-73.51837456129374	-73.51868529810625	-17.33188086657253
15.1	-22.80596028292335	-72.42864788874913	-72.42897340185979	-17.40517059900442
15.2	-23.58618336416701	-72.84567761731141	-72.84593154379144	-17.61207848500271
15.3	-23.91327482058351	-72.58618360008373	-72.58628627492723	-18.01022164740312
15.4	-23.97374355770103	-73.81881109980769	-73.81880346632285	-18.58591857658304
15.5	-24.27116188935904	-73.99711928366095	-73.99710894723772	-19.12057541903658
15.6	-24.96670272573089	-75.12859284080615	-75.12858409869489	-19.44768113020895
15.7	-26.06063881406262	-74.6315223116042	-74.63156351933362	-19.55164551893045
15.8	-27.116985856074	-73.24564957285112	-73.24573979473153	-19.56113349779447
15.9	-27.55666953305604	-72.08286863013524	-72.08296934585495	-19.75682377564555
16	-27.3268433098486	-72.90758169594852	-72.90763705504398	-20.22818346525776
16.1	-26.94700828416945	-74.52509764603138	-74.52512567722535	-20.95493972773559
16.2	-26.9940643199721	-72.61127361488676	-72.61125391733208	-21.69973786723408
16.3	-27.51946145252644	-74.84772084697943	-74.8476855119913	-22.14493046055424
16.4	-28.26955399484193	-76.62985890254525	-76.62986949264562	-22.23811015327433
